district,chamber,indicator,value,topic,type,format,pad,id
State Senate District 6,Senate,Financial insecurity,0.373,Economic security,map,.0%,006,610U500US09006
State Senate District 7,Senate,Financial insecurity,0.286,Economic security,map,.0%,007,610U500US09007
State Senate District 8,Senate,Financial insecurity,0.312,Economic security,map,.0%,008,610U500US09008
State Senate District 9,Senate,Financial insecurity,0.272,Economic security,map,.0%,009,610U500US09009
State Senate District 10,Senate,Financial insecurity,0.381,Economic security,map,.0%,010,610U500US09010
State Senate District 11,Senate,Financial insecurity,0.36,Economic security,map,.0%,011,610U500US09011
State Senate District 12,Senate,Financial insecurity,0.276,Economic security,map,.0%,012,610U500US09012
State Senate District 13,Senate,Financial insecurity,0.4,Economic security,map,.0%,013,610U500US09013
State Senate District 14,Senate,Financial insecurity,0.299,Economic security,map,.0%,014,610U500US09014
State Senate District 15,Senate,Financial insecurity,0.447,Economic security,map,.0%,015,610U500US09015
State Senate District 16,Senate,Financial insecurity,0.355,Economic security,map,.0%,016,610U500US09016
State Senate District 17,Senate,Financial insecurity,0.382,Economic security,map,.0%,017,610U500US09017
State Senate District 18,Senate,Financial insecurity,0.344,Economic security,map,.0%,018,610U500US09018
State Senate District 19,Senate,Financial insecurity,0.315,Economic security,map,.0%,019,610U500US09019
State Senate District 20,Senate,Financial insecurity,0.341,Economic security,map,.0%,020,610U500US09020
State Senate District 21,Senate,Financial insecurity,0.333,Economic security,map,.0%,021,610U500US09021
State Senate District 22,Senate,Financial insecurity,0.392,Economic security,map,.0%,022,610U500US09022
State Senate District 23,Senate,Financial insecurity,0.51,Economic security,map,.0%,023,610U500US09023
State Senate District 24,Senate,Financial insecurity,0.359,Economic security,map,.0%,024,610U500US09024
State Senate District 25,Senate,Financial insecurity,0.296,Economic security,map,.0%,025,610U500US09025
State Senate District 26,Senate,Financial insecurity,0.201,Economic security,map,.0%,026,610U500US09026
State Senate District 27,Senate,Financial insecurity,0.287,Economic security,map,.0%,027,610U500US09027
State Senate District 28,Senate,Financial insecurity,0.246,Economic security,map,.0%,028,610U500US09028
State Senate District 29,Senate,Financial insecurity,0.35,Economic security,map,.0%,029,610U500US09029
State Senate District 30,Senate,Financial insecurity,0.342,Economic security,map,.0%,030,610U500US09030
State Senate District 31,Senate,Financial insecurity,0.373,Economic security,map,.0%,031,610U500US09031
State Senate District 32,Senate,Financial insecurity,0.249,Economic security,map,.0%,032,610U500US09032
State Senate District 33,Senate,Financial insecurity,0.267,Economic security,map,.0%,033,610U500US09033
State Senate District 34,Senate,Financial insecurity,0.332,Economic security,map,.0%,034,610U500US09034
State Senate District 35,Senate,Financial insecurity,0.356,Economic security,map,.0%,035,610U500US09035
State Senate District 36,Senate,Financial insecurity,0.208,Economic security,map,.0%,036,610U500US09036
Connecticut,State,Financial insecurity,0.332,Economic security,map,.0%,,Connecticut
State Senate District 1,Senate,No bank account,0.186,Economic security,map,.0%,001,610U500US09001
State Senate District 2,Senate,No bank account,0.168,Economic security,map,.0%,002,610U500US09002
State Senate District 3,Senate,No bank account,0.0576,Economic security,map,.0%,003,610U500US09003
State Senate District 4,Senate,No bank account,0.0987,Economic security,map,.0%,004,610U500US09004
State Senate District 5,Senate,No bank account,0.0536,Economic security,map,.0%,005,610U500US09005
State Senate District 6,Senate,No bank account,0.119,Economic security,map,.0%,006,610U500US09006
State Senate District 7,Senate,No bank account,0.0271,Economic security,map,.0%,007,610U500US09007
State Senate District 8,Senate,No bank account,0.0901,Economic security,map,.0%,008,610U500US09008
State Senate District 9,Senate,No bank account,0.0669,Economic security,map,.0%,009,610U500US09009
State Senate District 10,Senate,No bank account,0.148,Economic security,map,.0%,010,610U500US09010
State Senate District 11,Senate,No bank account,0.115,Economic security,map,.0%,011,610U500US09011
State Senate District 12,Senate,No bank account,0.0388,Economic security,map,.0%,012,610U500US09012
State Senate District 13,Senate,No bank account,0.0948,Economic security,map,.0%,013,610U500US09013
State Senate District 14,Senate,No bank account,0.076,Economic security,map,.0%,014,610U500US09014
State Senate District 15,Senate,No bank account,0.153,Economic security,map,.0%,015,610U500US09015
State Senate District 16,Senate,No bank account,0.0827,Economic security,map,.0%,016,610U500US09016
State Senate District 17,Senate,No bank account,0.0796,Economic security,map,.0%,017,610U500US09017
State Senate District 18,Senate,No bank account,0.0519,Economic security,map,.0%,018,610U500US09018
State Senate District 19,Senate,No bank account,0.054,Economic security,map,.0%,019,610U500US09019
State Senate District 20,Senate,No bank account,0.0793,Economic security,map,.0%,020,610U500US09020
State Senate District 21,Senate,No bank account,0.0631,Economic security,map,.0%,021,610U500US09021
State Senate District 22,Senate,No bank account,0.115,Economic security,map,.0%,022,610U500US09022
State Senate District 23,Senate,No bank account,0.201,Economic security,map,.0%,023,610U500US09023
State Senate District 24,Senate,No bank account,0.0621,Economic security,map,.0%,024,610U500US09024
State Senate District 25,Senate,No bank account,0.0789,Economic security,map,.0%,025,610U500US09025
State Senate District 26,Senate,No bank account,0.0347,Economic security,map,.0%,026,610U500US09026
State Senate District 27,Senate,No bank account,0.0892,Economic security,map,.0%,027,610U500US09027
State Senate District 28,Senate,No bank account,0.0213,Economic security,map,.0%,028,610U500US09028
State Senate District 29,Senate,No bank account,0.125,Economic security,map,.0%,029,610U500US09029
State Senate District 30,Senate,No bank account,0.0691,Economic security,map,.0%,030,610U500US09030
State Senate District 31,Senate,No bank account,0.0748,Economic security,map,.0%,031,610U500US09031
State Senate District 32,Senate,No bank account,0.0572,Economic security,map,.0%,032,610U500US09032
State Senate District 33,Senate,No bank account,0.025,Economic security,map,.0%,033,610U500US09033
State Senate District 34,Senate,No bank account,0.0754,Economic security,map,.0%,034,610U500US09034
State Senate District 35,Senate,No bank account,0.0595,Economic security,map,.0%,035,610U500US09035
State Senate District 36,Senate,No bank account,0.053,Economic security,map,.0%,036,610U500US09036
Connecticut,State,No bank account,0.083,Economic security,map,.0%,,Connecticut
State Senate District 1,Senate,Transportation insecurity,0.241,Economic security,map,.0%,001,610U500US09001
State Senate District 2,Senate,Transportation insecurity,0.269,Economic security,map,.0%,002,610U500US09002
State Senate District 3,Senate,Transportation insecurity,0.0473,Economic security,map,.0%,003,610U500US09003
State Senate District 4,Senate,Transportation insecurity,0.128,Economic security,map,.0%,004,610U500US09004
State Senate District 5,Senate,Transportation insecurity,0.106,Economic security,map,.0%,005,610U500US09005
State Senate District 6,Senate,Transportation insecurity,0.164,Economic security,map,.0%,006,610U500US09006
State Senate District 7,Senate,Transportation insecurity,0.146,Economic security,map,.0%,007,610U500US09007
State Senate District 8,Senate,Transportation insecurity,0.134,Economic security,map,.0%,008,610U500US09008
State Senate District 9,Senate,Transportation insecurity,0.0614,Economic security,map,.0%,009,610U500US09009
State Senate District 10,Senate,Transportation insecurity,0.184,Economic security,map,.0%,010,610U500US09010
State Senate District 11,Senate,Transportation insecurity,0.155,Economic security,map,.0%,011,610U500US09011
State Senate District 12,Senate,Transportation insecurity,0.0617,Economic security,map,.0%,012,610U500US09012
State Senate District 13,Senate,Transportation insecurity,0.14,Economic security,map,.0%,013,610U500US09013
State Senate District 14,Senate,Transportation insecurity,0.128,Economic security,map,.0%,014,610U500US09014
State Senate District 15,Senate,Transportation insecurity,0.238,Economic security,map,.0%,015,610U500US09015
State Senate District 16,Senate,Transportation insecurity,0.124,Economic security,map,.0%,016,610U500US09016
State Senate District 17,Senate,Transportation insecurity,0.143,Economic security,map,.0%,017,610U500US09017
State Senate District 18,Senate,Transportation insecurity,0.127,Economic security,map,.0%,018,610U500US09018
State Senate District 19,Senate,Transportation insecurity,0.167,Economic security,map,.0%,019,610U500US09019
State Senate District 20,Senate,Transportation insecurity,0.112,Economic security,map,.0%,020,610U500US09020
State Senate District 21,Senate,Transportation insecurity,0.0916,Economic security,map,.0%,021,610U500US09021
State Senate District 22,Senate,Transportation insecurity,0.177,Economic security,map,.0%,022,610U500US09022
State Senate District 23,Senate,Transportation insecurity,0.254,Economic security,map,.0%,023,610U500US09023
State Senate District 24,Senate,Transportation insecurity,0.108,Economic security,map,.0%,024,610U500US09024
State Senate District 25,Senate,Transportation insecurity,0.106,Economic security,map,.0%,025,610U500US09025
State Senate District 26,Senate,Transportation insecurity,0.0695,Economic security,map,.0%,026,610U500US09026
State Senate District 27,Senate,Transportation insecurity,0.0973,Economic security,map,.0%,027,610U500US09027
State Senate District 28,Senate,Transportation insecurity,0.092,Economic security,map,.0%,028,610U500US09028
State Senate District 29,Senate,Transportation insecurity,0.164,Economic security,map,.0%,029,610U500US09029
State Senate District 30,Senate,Transportation insecurity,0.123,Economic security,map,.0%,030,610U500US09030
State Senate District 31,Senate,Transportation insecurity,0.123,Economic security,map,.0%,031,610U500US09031
State Senate District 32,Senate,Transportation insecurity,0.0866,Economic security,map,.0%,032,610U500US09032
State Senate District 33,Senate,Transportation insecurity,0.0648,Economic security,map,.0%,033,610U500US09033
State Senate District 34,Senate,Transportation insecurity,0.118,Economic security,map,.0%,034,610U500US09034
State Senate District 35,Senate,Transportation insecurity,0.0742,Economic security,map,.0%,035,610U500US09035
State Senate District 36,Senate,Transportation insecurity,0.0593,Economic security,map,.0%,036,610U500US09036
Connecticut,State,Transportation insecurity,0.128,Economic security,map,.0%,,Connecticut
State Senate District 1,Senate,In excellent or very good health,0.519,Community health: adults,map,.0%,001,610U500US09001
State Senate District 2,Senate,In excellent or very good health,0.553,Community health: adults,map,.0%,002,610U500US09002
